d
ms,left,right,volts,ma,held,ws,gx,gy,gz,ax,ay,az,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63
311356,0,0,5.39,56,0,0,-0.1,0.3,-0.7,-0.010,-0.033,1.007,26.00,26.50,26.75,26.25,26.75,26.00,26.00,26.00,25.75,26.50,26.25,26.50,26.00,26.50,25.75,26.00,24.75,26.50,26.25,26.75,26.75,26.75,25.75,26.00,25.25,26.25,28.00,29.50,30.00,28.75,27.50,27.50,26.25,26.50,30.50,31.25,30.75,29.50,27.25,26.50,26.00,27.00,30.50,30.25,29.75,28.25,25.00,24.75,25.75,26.75,28.25,29.25,29.00,28.00,24.50,24.50,25.50,26.50,28.50,28.75,29.00,26.25,23.75,23.75
311456,0,0,5.39,56,0,0,-0.0,0.3,-0.6,-0.010,-0.033,1.005,25.75,26.75,26.25,26.50,26.25,26.25,26.00,25.50,26.00,26.75,26.50,26.75,26.25,26.25,25.75,26.25,25.25,26.75,25.75,27.00,27.00,27.00,26.25,25.75,26.00,26.75,28.00,29.50,29.75,29.00,27.25,27.50,26.75,27.00,30.50,31.50,30.50,29.75,27.25,26.75,26.00,27.25,30.50,30.50,29.75,28.25,25.25,24.50,25.50,26.75,28.25,29.25,29.00,27.75,24.75,24.50,25.00,26.50,28.25,29.25,29.25,27.00,24.00,24.25
311556,0,0,5.39,59,0,0,-0.1,0.2,-0.7,-0.011,-0.035,1.004,26.00,26.25,25.75,26.75,26.75,26.25,26.25,26.75,25.75,26.75,26.50,26.50,26.25,26.25,25.50,25.75,24.50,26.50,26.50,26.75,27.25,26.75,26.00,26.25,25.50,27.00,27.50,29.25,29.75,29.25,27.75,27.75,26.50,26.75,30.50,31.25,30.75,30.00,27.25,26.50,26.00,27.25,30.25,30.25,29.25,28.50,25.25,24.75,25.75,27.00,28.25,29.50,29.00,28.25,24.75,24.75,25.25,27.00,28.25,29.00,29.00,26.75,23.50,24.50
311656,0,0,5.39,56,0,0,0.0,0.3,-0.7,-0.010,-0.033,1.005,26.25,26.50,26.50,26.75,26.50,26.25,26.25,26.00,26.00,26.25,26.50,26.25,26.00,26.25,26.00,26.25,24.75,26.25,26.50,26.75,27.25,26.75,26.25,26.25,25.75,26.50,28.00,29.25,30.00,29.25,27.75,27.75,27.00,27.00,30.75,31.50,30.50,29.75,27.00,26.50,26.00,27.25,30.50,30.75,29.50,28.50,25.00,24.75,26.00,27.00,28.50,29.00,29.00,28.00,24.00,24.75,25.50,26.75,28.50,28.75,29.25,26.50,24.00,24.25
311756,0,0,5.39,56,0,0,-0.0,0.3,-0.7,-0.010,-0.034,1.005,26.00,27.00,26.50,26.75,26.75,26.50,26.25,26.25,25.50,26.25,26.25,26.25,26.25,26.00,25.75,26.00,25.25,27.00,26.50,27.00,27.25,26.75,26.75,26.25,25.75,26.75,27.75,29.25,30.00,29.00,27.75,28.00,27.00,26.50,30.75,31.00,31.00,29.25,27.50,27.00,25.50,27.00,30.50,30.00,29.75,28.75,25.25,24.75,25.50,27.00,28.75,29.00,29.25,28.00,25.00,24.50,25.25,26.75,28.50,28.75,29.00,26.50,23.75,24.75
311856,0,0,5.39,56,0,0,-0.1,0.3,-0.6,-0.009,-0.034,1.006,26.25,26.50,25.75,26.50,26.25,26.50,25.50,25.75,26.00,26.25,26.00,26.00,26.25,26.00,25.50,25.75,24.75,26.75,26.25,26.50,26.75,27.00,25.75,26.00,25.25,26.50,27.25,29.00,30.25,28.75,27.25,27.25,26.25,26.50,30.50,31.25,30.75,29.75,27.50,26.75,26.25,26.75,30.75,29.75,29.00,28.50,25.00,24.75,25.75,27.00,28.25,29.00,28.75,28.00,24.50,24.50,25.50,26.25,28.00,29.00,29.50,26.50,23.75,24.25
311956,0,0,5.38,58,0,0,0.0,0.3,-0.6,-0.011,-0.034,1.004,25.75,26.75,26.75,26.50,26.50,26.25,25.75,26.00,25.75,26.00,26.00,26.50,26.25,26.00,25.50,26.00,24.75,26.75,26.25,26.25,27.25,27.00,26.25,26.50,25.50,26.50,27.75,29.50,30.25,29.25,27.50,27.50,26.75,27.00,30.25,31.75,30.50,29.75,27.75,27.00,26.00,27.00,30.75,30.25,29.25,28.50,25.00,24.75,25.00,26.75,28.25,29.00,28.75,27.75,24.75,24.75,25.25,26.50,28.00,28.75,28.75,26.50,23.75,23.75
312056,0,0,5.38,56,0,0,0.0,0.3,-0.7,-0.010,-0.034,1.005,26.00,26.75,26.00,26.25,26.50,26.25,26.25,25.50,26.25,26.00,26.00,26.25,26.25,26.25,25.50,25.75,25.25,26.75,26.75,26.75,27.25,27.50,26.25,26.00,25.50,26.50,27.50,29.50,30.25,29.00,27.25,28.00,26.75,26.75,30.50,31.25,30.50,29.50,27.25,26.75,25.75,27.25,30.25,30.25,29.50,28.50,25.00,24.75,25.50,26.75,28.75,29.50,29.00,28.00,25.00,24.25,25.75,26.50,28.25,29.00,29.50,26.25,23.75,24.25
312156,0,0,5.39,56,0,0,-0.0,0.3,-0.7,-0.011,-0.033,1.004,26.50,26.25,26.25,26.75,26.75,26.50,26.25,26.00,26.00,26.25,26.50,26.50,26.50,25.75,26.25,25.50,24.75,27.00,26.00,26.75,27.00,26.50,26.25,26.00,25.50,26.75,27.75,29.25,30.00,29.00,27.25,27.50,26.75,26.50,30.50,31.00,30.75,29.50,27.50,26.50,25.50,26.75,30.50,30.25,29.25,28.50,25.00,24.50,25.00,26.75,28.50,29.25,29.00,27.50,24.50,24.25,25.50,26.00,28.50,28.75,29.00,26.50,23.75,24.25
312256,0,0,5.39,56,0,0,-0.0,0.3,-0.7,-0.010,-0.033,1.006,26.50,26.75,26.25,26.50,26.50,26.25,25.75,26.25,26.00,26.75,26.50,26.50,26.00,26.25,25.75,26.00,25.00,27.00,26.00,27.00,27.25,27.00,26.25,26.50,25.75,26.75,27.50,29.00,30.25,29.25,27.25,27.50,26.75,27.00,30.75,31.50,31.00,29.75,27.50,26.50,26.00,26.75,30.75,30.25,29.50,28.25,25.00,24.75,25.25,26.75,28.75,29.25,29.25,28.25,25.00,24.50,25.75,26.75,28.25,28.75,28.75,26.25,23.50,24.25
312356,0,0,5.38,58,0,0,-0.1,0.3,-0.6,-0.011,-0.033,1.005,26.00,26.75,25.75,26.25,25.75,25.75,26.25,25.75,25.75,26.25,26.25,26.00,26.00,26.25,25.25,25.75,25.00,26.50,26.00,26.75,26.75,26.75,26.25,26.25,25.50,26.50,27.50,29.25,29.50,28.75,27.50,27.75,26.25,27.00,30.50,31.25,30.75,29.75,27.00,26.75,25.75,27.25,30.50,30.25,29.25,28.50,25.00,24.50,25.50,26.75,28.75,29.00,28.50,28.25,24.50,24.50,25.25,26.75,28.25,28.50,29.00,26.25,24.00,24.25
312456,0,0,5.39,56,0,0,-0.0,0.3,-0.6,-0.009,-0.034,1.005,26.00,26.50,26.25,26.25,26.25,26.25,26.25,26.25,25.75,26.50,26.75,26.50,26.00,26.50,25.75,26.00,25.00,26.75,26.00,27.00,26.75,26.75,26.25,26.00,25.25,26.75,27.75,29.25,30.00,29.00,27.25,27.75,26.50,27.00,31.00,31.25,31.25,29.25,27.50,26.75,25.75,26.75,30.25,30.50,29.75,28.50,25.50,25.00,26.25,27.00,28.75,29.00,29.25,28.25,24.75,24.25,26.00,27.00,28.50,29.00,29.00,26.50,24.00,24.25
312556,0,0,5.38,57,0,0,-0.1,0.3,-0.6,-0.010,-0.033,1.004,26.00,26.75,26.50,26.75,26.75,26.25,26.25,26.25,25.75,26.50,26.50,26.50,26.25,26.25,25.50,26.50,25.00,26.50,26.00,26.75,27.00,26.75,26.50,26.50,25.50,26.25,27.50,29.25,30.00,29.00,27.75,27.50,26.75,27.00,30.50,31.00,31.00,29.75,27.25,27.25,26.00,27.00,30.75,30.00,29.50,28.50,25.00,25.25,25.50,27.25,28.25,29.00,29.00,28.25,25.25,24.50,26.00,26.50,29.00,29.25,28.75,26.50,24.50,24.25
312656,0,0,5.38,56,0,0,-0.1,0.3,-0.7,-0.010,-0.034,1.004,26.50,26.50,26.50,26.75,26.50,26.25,26.00,26.50,25.75,26.50,26.50,26.25,26.25,26.25,25.75,26.25,25.00,26.75,26.50,26.75,27.25,26.75,26.75,26.00,25.50,27.00,27.75,29.50,29.75,28.75,27.50,27.50,26.50,27.00,30.50,31.25,31.00,29.75,27.50,26.75,26.00,27.00,30.50,30.25,29.00,28.75,25.25,24.50,25.25,27.00,29.00,29.25,29.00,28.00,24.75,25.00,25.50,26.00,28.75,28.75,29.00,26.50,24.00,24.50
312756,0,0,5.39,57,0,0,-0.0,0.3,-0.7,-0.010,-0.034,1.006,26.25,26.50,26.50,26.75,26.25,26.25,26.00,26.00,25.50,26.50,26.25,26.50,26.00,26.25,25.75,26.00,24.75,26.75,26.25,26.75,27.00,27.00,26.00,26.00,25.50,26.50,27.50,29.25,30.00,28.75,27.25,28.00,27.00,26.75,30.50,31.75,30.50,29.75,27.25,27.00,26.25,26.75,30.50,30.00,29.25,28.50,25.25,24.50,25.50,27.00,28.75,29.25,29.00,27.75,24.75,24.50,25.50,27.00,28.25,28.75,29.25,26.25,23.75,24.00
312856,0,0,5.39,60,0,0,0.0,0.3,-0.6,-0.011,-0.034,1.004,26.25,26.25,26.00,26.75,26.50,26.25,26.00,25.50,25.50,26.25,26.25,26.25,26.50,26.50,25.75,25.75,24.75,26.25,26.00,26.50,26.75,26.75,26.25,26.00,25.75,26.50,27.50,29.00,29.75,28.75,27.50,27.50,26.75,26.75,30.50,31.00,30.50,29.75,27.75,26.25,26.00,27.00,30.25,30.25,29.25,28.25,24.75,24.50,25.25,27.00,28.00,28.75,28.75,28.25,24.75,24.50,25.25,26.25,28.50,28.50,29.25,26.25,24.00,24.25
312956,0,0,5.38,56,0,0,-0.1,0.3,-0.6,-0.010,-0.034,1.005,25.75,26.25,26.00,26.50,26.75,26.00,26.25,26.00,26.25,26.50,26.25,26.25,26.00,26.50,25.75,25.50,24.75,27.00,26.25,27.00,27.00,27.00,26.25,25.75,25.75,26.00,28.00,29.50,30.00,29.00,27.50,27.50,26.50,27.00,30.50,31.00,30.75,29.25,27.75,26.75,25.75,26.75,30.25,29.75,29.25,28.50,25.25,24.50,25.50,26.50,28.75,29.25,29.25,27.50,25.00,24.50,25.50,26.50,28.50,28.75,29.00,26.50,24.00,24.25
313056,0,0,5.38,56,0,0,0.0,0.3,-0.7,-0.012,-0.033,1.003,26.25,26.00,26.50,26.25,26.25,26.50,26.25,25.50,25.50,26.75,26.25,26.25,26.00,26.25,25.50,25.75,25.00,26.25,26.00,26.75,26.75,27.00,26.25,25.75,25.25,26.50,28.00,29.00,30.00,29.00,27.25,27.50,26.50,26.75,30.25,31.00,31.00,29.75,27.50,26.75,25.75,27.25,30.50,30.25,29.50,28.25,25.00,25.25,25.50,26.50,28.75,29.00,29.00,28.00,24.75,24.00,25.25,26.25,28.50,28.75,29.00,26.50,23.75,23.75
313156,0,0,5.39,56,0,0,-0.0,0.3,-0.7,-0.012,-0.033,1.005,26.25,26.00,26.50,26.50,26.25,26.50,25.75,26.00,26.25,26.50,26.00,26.50,26.25,26.00,25.75,25.50,24.50,26.50,26.25,26.75,27.00,26.75,26.25,26.25,25.75,26.50,27.50,29.25,30.25,28.50,27.50,28.25,26.50,26.75,30.75,31.50,30.50,29.75,27.50,27.75,25.75,27.00,30.50,30.50,29.25,28.75,25.00,25.00,25.50,27.00,29.00,29.25,29.25,28.00,24.75,24.50,24.75,26.50,28.00,29.25,28.75,26.50,24.00,24.25
313256,0,0,5.38,58,0,0,0.0,0.3,-0.7,-0.010,-0.034,1.005,26.00,26.50,26.50,26.50,26.25,26.25,26.00,26.25,26.25,26.50,26.50,26.25,26.25,26.50,25.50,25.25,25.00,26.75,26.00,26.75,27.00,26.50,26.50,26.00,25.25,26.25,27.25,29.00,29.50,28.00,26.00,26.75,27.00,27.50,30.75,31.25,30.75,29.75,28.75,28.75,26.00,28.50,30.50,30.50,29.75,28.25,25.25,25.00,25.50,27.75,29.25,29.75,29.00,28.00,24.75,24.50,25.50,27.00,28.50,28.75,28.75,27.00,23.50,24.50
313356,0,0,5.39,56,0,0,0.0,0.3,-0.6,-0.009,-0.035,1.006,25.75,26.50,26.25,26.25,26.25,26.25,25.75,26.25,25.75,26.25,26.25,26.25,26.00,26.00,25.75,25.75,25.00,26.75,26.25,27.00,26.75,26.00,26.50,26.25,25.50,26.75,27.50,28.50,29.00,27.50,25.50,26.00,27.00,29.00,30.25,30.25,29.75,28.75,29.00,29.00,25.75,29.75,31.00,30.50,29.00,28.25,25.75,27.00,25.75,28.25,29.25,29.50,29.25,28.00,24.50,24.75,25.75,27.00,28.50,29.25,28.75,26.25,24.00,23.75
313456,0,0,5.39,56,0,0,0.0,0.3,-0.6,-0.011,-0.034,1.005,25.50,26.50,26.00,26.50,26.25,26.00,25.75,26.25,25.75,27.00,26.50,26.75,26.00,26.25,26.00,26.50,24.75,26.50,26.00,26.75,26.75,27.00,26.25,26.50,25.50,26.75,27.25,28.75,28.75,27.50,25.25,26.25,27.50,30.00,30.25,29.50,29.25,29.25,29.75,29.50,27.25,30.50,30.50,29.75,29.00,29.75,29.25,30.00,25.75,28.25,29.50,29.50,29.25,28.75,25.50,25.50,26.00,27.75,28.75,29.00,29.00,27.00,24.50,24.75
313556,0,0,5.38,56,0,0,-0.0,0.3,-0.6,-0.012,-0.035,1.007,26.25,26.50,25.75,26.25,26.25,26.25,26.00,26.00,25.75,26.50,26.50,26.00,26.25,26.25,26.25,26.75,25.00,26.50,26.25,26.50,26.75,26.75,26.25,26.50,25.75,26.25,27.75,28.00,28.50,27.00,25.00,26.00,27.75,30.25,30.00,29.25,30.00,29.75,30.00,28.50,28.00,29.75,29.50,29.50,29.50,30.25,30.50,30.25,26.25,28.75,29.75,29.75,29.00,28.75,27.50,26.25,25.75,27.50,29.00,29.00,29.50,27.25,25.00,24.75
313656,0,0,5.39,58,0,0,-0.0,0.3,-0.6,-0.012,-0.034,1.005,26.25,26.50,25.75,26.25,26.25,26.25,26.00,26.00,25.75,26.50,26.50,26.00,26.25,26.25,26.25,26.75,25.00,26.50,26.25,26.50,26.75,26.75,26.25,26.50,25.75,26.25,27.75,28.00,28.50,27.00,25.00,26.00,27.75,30.25,30.00,29.25,30.00,29.75,30.00,28.50,28.00,29.75,29.50,29.50,29.50,30.25,30.50,30.25,26.25,28.75,29.75,29.75,29.00,28.75,27.50,26.25,25.75,27.50,29.00,29.00,29.50,27.25,25.00,24.75
313756,0,0,5.39,56,0,0,-0.0,0.3,-0.6,-0.009,-0.032,1.005,26.25,26.75,26.25,26.75,26.50,26.50,26.25,26.00,25.75,26.25,26.25,26.00,26.50,26.50,25.75,26.50,25.50,26.75,26.00,27.00,26.75,26.25,26.25,26.50,25.75,27.00,27.50,28.50,29.00,27.50,25.25,26.00,28.50,29.25,29.50,30.00,29.75,28.25,29.00,28.25,29.00,29.25,29.50,30.25,31.00,31.25,29.00,29.75,26.50,29.25,30.00,30.00,30.50,29.75,26.75,25.75,25.75,28.50,29.25,29.75,29.50,28.00,25.00,25.25
313856,0,0,5.39,56,0,0,-0.0,0.3,-0.7,-0.011,-0.034,1.006,26.25,26.75,26.50,26.75,26.75,26.75,26.25,26.00,26.00,26.50,26.25,26.75,26.25,26.25,26.00,26.25,25.00,26.75,26.50,27.25,27.25,26.50,26.50,26.50,26.00,27.25,27.75,28.50,28.75,26.75,25.00,26.25,29.00,30.00,29.75,29.00,28.75,28.00,27.75,27.50,30.00,31.25,31.50,30.25,29.75,28.75,29.00,30.00,29.50,31.00,31.25,30.50,29.50,28.75,27.50,28.50,28.50,30.25,30.25,30.25,29.25,28.50,25.25,24.50
313956,0,0,5.39,55,0,0,-0.0,0.3,-0.7,-0.011,-0.034,1.004,26.50,26.75,26.00,26.75,26.25,26.25,26.25,25.75,26.00,26.75,26.25,26.25,26.25,26.25,26.25,26.50,24.50,26.75,26.25,27.25,26.50,26.50,26.50,26.00,26.00,27.00,28.00,28.50,28.75,27.00,24.75,25.50,28.50,26.75,29.75,29.00,29.25,27.75,26.00,28.00,30.50,28.75,29.50,29.25,29.00,28.50,28.50,29.50,31.75,29.50,29.50,29.25,28.50,28.50,27.50,28.75,30.25,28.75,29.00,29.50,29.00,28.00,25.25,25.50
314056,0,0,5.39,56,0,0,-0.0,0.3,-0.7,-0.012,-0.034,1.006,26.25,27.00,26.50,26.50,26.50,26.00,26.50,26.25,26.00,26.75,26.25,26.50,26.25,26.50,26.25,27.00,25.00,26.75,26.75,27.25,26.50,26.75,26.75,26.50,25.50,26.75,28.50,28.25,28.50,26.50,24.75,25.50,28.25,27.50,29.50,29.00,29.25,27.50,25.50,27.75,30.00,27.75,29.75,29.00,28.50,28.00,27.75,29.50,28.50,29.75,30.00,29.25,28.75,28.50,28.25,26.75,27.50,29.00,29.00,29.50,29.50,28.50,26.75,25.25
314156,0,0,5.39,60,0,0,0.0,0.3,-0.7,-0.010,-0.033,1.002,26.50,26.75,26.50,26.75,26.50,26.25,26.50,26.50,26.50,26.75,26.25,26.75,26.50,26.50,26.25,26.75,25.00,26.50,27.00,27.50,26.75,26.50,26.00,26.25,26.00,26.75,28.50,28.50,28.50,27.00,24.75,25.50,27.00,27.75,29.00,28.75,29.00,27.50,25.25,27.75,29.00,28.00,29.50,29.00,28.75,28.50,27.75,29.50,29.25,29.25,29.75,28.50,28.50,28.75,28.25,26.00,27.75,29.25,29.25,29.25,29.25,29.00,26.75,25.25
314256,0,0,5.39,56,0,0,-0.1,0.3,-0.7,-0.011,-0.033,1.005,26.50,27.00,26.75,26.50,26.25,26.25,26.50,26.50,26.00,26.50,26.50,26.50,26.50,26.25,26.00,26.00,25.50,26.50,27.00,27.75,26.50,26.50,26.50,26.50,25.75,26.75,28.50,28.75,28.50,26.75,24.75,25.75,27.00,27.50,29.25,28.75,28.75,27.50,25.25,27.75,27.50,28.00,29.25,29.25,28.50,28.50,27.00,30.00,29.00,29.25,29.50,29.25,28.25,29.00,29.00,26.75,28.75,29.00,29.25,29.50,29.00,28.75,27.50,24.75
314356,0,0,5.39,56,0,0,-0.1,0.3,0.1,-0.015,-0.041,1.011,26.25,26.75,26.50,26.25,26.25,26.50,26.50,26.25,26.00,26.25,26.25,26.50,26.25,26.25,26.50,26.75,25.50,26.25,27.75,27.75,27.00,26.50,26.00,26.50,25.75,27.50,28.25,28.50,28.50,26.50,24.75,25.75,27.00,28.50,29.00,29.00,28.50,27.25,25.25,28.50,26.25,28.25,29.00,28.75,28.50,27.75,27.25,29.75,28.75,29.00,29.50,29.00,28.00,28.50,28.75,26.75,28.75,29.00,29.00,29.25,29.00,28.75,27.00,25.50
314456,0,0,5.39,56,0,0,0.2,0.5,-1.5,-0.058,0.001,0.968,25.75,27.50,26.25,26.50,26.25,26.50,25.75,26.25,25.25,26.25,26.50,26.50,26.00,26.00,26.50,26.00,25.25,26.25,28.00,27.25,26.25,26.50,25.75,26.00,26.00,27.50,28.25,28.50,28.25,26.75,24.50,25.75,27.00,28.25,28.50,28.75,29.00,27.00,25.25,28.00,26.50,28.50,28.75,28.75,28.00,28.00,27.50,30.00,28.50,28.75,29.25,28.50,28.00,28.50,28.75,27.00,29.50,29.25,29.00,28.50,29.00,28.75,26.75,25.25
314556,0,0,5.39,59,0,0,-0.1,0.4,-0.8,0.025,-0.046,1.001,26.50,26.75,26.75,26.75,26.50,26.75,26.25,26.50,25.75,26.75,27.00,26.25,26.00,26.50,26.25,26.50,25.50,26.75,28.00,27.25,26.75,26.25,26.50,26.00,25.75,28.00,28.75,28.75,27.75,26.75,24.50,26.00,27.25,28.50,28.50,28.75,28.50,26.75,25.25,28.50,26.50,29.25,28.75,28.75,28.25,28.00,27.50,29.75,28.25,29.50,29.50,28.75,28.25,29.00,29.00,26.50,29.50,29.00,28.75,29.00,29.00,28.75,27.25,25.25
314656,0,0,5.39,56,0,0,-0.1,0.5,-0.8,-0.001,-0.028,1.005,26.25,26.75,26.50,26.75,26.50,26.25,26.00,26.25,26.00,26.75,26.25,26.25,26.00,26.00,25.75,26.50,25.25,26.75,28.25,27.25,27.00,26.25,26.50,26.00,26.25,27.50,28.50,28.50,28.25,26.75,24.25,26.00,27.00,29.00,28.75,29.00,28.75,26.50,25.75,29.50,26.75,28.75,29.00,29.00,28.25,27.75,28.25,29.75,27.75,29.00,29.25,28.50,28.25,28.75,28.25,27.00,29.00,29.00,28.75,29.50,29.00,29.00,26.25,25.00
314756,0,0,5.39,56,0,0,-0.0,1.0,0.3,0.038,-0.028,1.000,26.75,26.75,25.75,26.75,26.25,26.50,26.00,26.25,26.25,27.00,26.50,26.00,26.25,26.25,26.25,26.75,25.50,26.75,27.75,27.50,26.25,26.25,26.25,26.50,26.50,28.25,28.75,28.25,28.00,25.75,24.25,26.25,27.25,28.75,28.75,29.00,28.50,25.75,26.50,28.50,26.75,29.25,28.75,28.75,28.50,27.50,28.75,30.00,27.75,29.25,29.00,28.50,28.50,28.50,28.50,26.50,29.50,29.25,29.25,29.50,29.00,28.75,26.50,24.50
314856,0,0,5.39,55,0,0,0.9,0.6,-0.7,-0.035,-0.026,0.995,26.50,26.75,26.25,26.75,26.50,26.25,25.75,26.25,26.25,26.50,26.75,26.50,26.00,26.25,26.50,26.50,25.75,27.50,28.50,27.25,26.50,26.50,26.25,26.75,26.75,28.25,28.50,28.25,27.75,25.50,24.50,25.75,27.00,29.00,28.25,28.75,28.25,25.50,27.00,29.00,26.75,28.75,29.00,29.00,28.00,27.00,29.50,29.75,28.50,29.25,29.25,28.25,28.50,29.00,28.50,26.25,29.50,29.25,29.25,29.50,28.75,29.00,25.75,25.25
314956,0,0,5.38,58,0,0,-0.8,-0.1,-0.5,-0.011,-0.033,1.010,26.75,26.75,26.50,26.50,26.50,26.50,25.75,26.25,26.00,26.75,26.75,26.50,26.25,26.00,25.75,26.25,25.75,27.25,27.75,27.00,26.25,26.25,26.50,26.00,26.25,28.00,28.50,28.00,27.75,25.00,24.50,25.75,27.50,28.50,28.75,28.75,28.25,25.00,27.75,29.00,27.50,28.50,28.75,28.50,28.25,26.75,29.25,30.25,28.00,29.00,29.50,28.25,28.25,28.25,28.00,26.00,29.50,28.50,29.00,28.50,28.50,28.00,24.75,24.25
315056,0,0,5.39,56,0,0,0.5,0.7,-0.4,-0.021,-0.033,0.998,27.00,26.50,26.50,26.75,26.50,26.50,26.25,26.75,26.50,27.50,26.25,26.50,26.25,26.50,26.25,26.50,26.25,28.25,28.25,27.25,26.50,26.50,26.50,26.00,27.00,29.00,28.50,28.50,27.75,24.75,24.50,26.25,27.75,29.00,28.75,28.75,28.25,24.75,28.25,29.25,27.75,28.50,28.75,28.50,28.25,27.00,29.50,30.50,28.75,29.25,29.25,28.25,28.50,28.50,27.75,26.50,29.25,28.75,28.75,29.25,29.25,29.00,25.00,25.25
315156,0,0,5.39,56,0,0,-0.4,0.2,-0.8,-0.056,-0.078,1.019,26.50,26.50,26.25,26.50,26.50,26.50,26.00,26.00,26.25,27.25,26.75,26.50,26.25,26.25,26.25,26.50,26.00,28.00,28.00,27.00,26.50,26.25,26.50,26.00,27.50,28.50,28.50,27.75,27.75,25.00,24.50,26.00,27.75,28.75,28.75,28.50,27.50,24.75,28.25,29.00,28.25,28.25,28.75,28.75,27.75,27.75,29.75,30.50,28.75,29.25,29.00,28.25,28.00,29.00,27.50,27.25,29.25,29.50,29.25,28.75,28.75,28.50,25.00,25.00
315256,0,0,5.39,55,0,0,-0.4,0.3,-3.0,-0.018,-0.038,1.014,26.50,27.00,26.50,26.50,26.50,26.50,26.75,26.25,26.25,27.25,27.00,26.25,26.00,26.25,26.75,26.50,26.25,28.25,28.50,27.25,26.25,26.25,26.75,25.75,28.25,28.50,28.75,27.50,27.50,24.50,25.00,26.25,28.00,28.50,29.00,28.50,27.50,25.25,29.25,30.00,28.75,28.25,28.25,28.25,27.50,28.25,30.00,30.25,29.25,28.75,29.00,28.25,28.50,28.75,27.00,26.50,29.75,29.00,28.75,29.00,28.75,28.00,24.75,25.00
315356,0,0,5.39,57,0,0,0.6,0.3,-0.2,-0.028,-0.012,0.982,27.00,27.25,26.75,27.00,26.50,26.50,26.75,27.00,26.75,27.00,26.50,25.75,26.25,26.25,26.00,26.25,26.50,28.75,28.50,27.00,26.25,26.00,26.25,26.25,28.50,28.50,28.50,27.75,27.50,24.50,25.75,27.50,28.50,28.75,28.75,28.50,27.00,26.50,29.75,30.25,29.25,28.25,28.50,28.25,27.25,29.75,29.75,30.75,29.00,28.75,29.00,28.25,28.00,29.00,26.00,26.25,28.75,29.00,28.75,29.00,28.75,27.50,24.25,25.25
315456,0,0,5.39,60,0,0,-1.2,0.1,-1.0,-0.027,-0.076,1.014,26.75,27.00,26.00,26.75,26.50,26.50,26.25,26.25,26.50,27.00,26.50,26.50,25.75,26.00,26.75,25.75,26.75,28.50,28.00,26.75,26.00,26.25,26.00,26.25,27.75,28.50,28.75,27.75,26.50,24.50,26.25,27.75,28.75,28.50,29.00,28.25,26.50,27.25,29.75,29.75,28.50,28.50,28.25,28.00,27.00,29.50,30.00,30.25,28.75,29.00,28.00,28.50,28.00,29.00,26.25,26.00,28.75,28.75,29.00,28.75,28.75,26.75,23.75,24.75
315556,0,0,5.39,56,0,0,0.1,0.2,-0.9,-0.005,-0.010,1.001,26.75,27.25,26.75,27.00,26.50,27.00,26.75,26.75,27.00,27.25,26.75,26.75,26.50,26.75,26.00,26.75,27.00,28.25,28.00,27.00,26.50,26.50,26.50,26.50,28.00,28.75,28.50,28.00,26.50,24.25,26.50,28.25,28.75,28.50,28.50,28.25,26.00,27.75,30.25,30.25,29.25,28.25,28.50,28.25,27.25,29.25,30.00,30.00,29.25,28.75,28.75,28.75,28.25,28.50,25.75,26.25,29.50,29.25,28.75,29.00,29.00,26.50,24.75,24.75
315656,0,0,5.39,55,0,0,0.3,0.4,-0.5,-0.011,-0.047,1.003,27.25,27.00,26.75,26.75,26.75,26.50,26.50,26.75,26.50,27.50,26.25,26.25,26.00,26.75,26.25,26.50,27.25,28.75,28.00,26.75,26.25,26.25,26.25,26.75,28.25,28.50,28.25,27.75,26.00,24.25,26.50,28.00,28.50,28.50,28.25,28.25,25.75,28.00,30.50,30.50,28.75,28.50,28.00,28.25,27.50,30.00,30.25,30.75,29.00,28.50,28.50,28.50,28.75,28.75,25.75,26.50,29.00,29.25,28.75,29.00,28.50,26.00,24.50,24.50
315756,0,0,5.39,56,0,0,-0.5,0.2,-0.6,0.001,-0.031,0.988,26.50,27.00,26.50,26.75,26.50,26.50,26.50,26.50,27.25,27.25,26.25,26.25,26.50,26.50,26.75,26.00,27.50,28.75,28.25,26.75,26.50,26.50,26.25,26.50,28.75,28.75,28.50,27.75,26.25,24.25,27.00,28.75,28.50,28.50,28.50,28.25,25.75,29.00,30.50,30.50,28.75,28.50,28.25,28.25,27.75,29.75,30.50,30.75,29.25,28.75,28.50,28.50,28.75,28.25,26.00,27.00,29.25,29.25,28.75,28.25,28.75,25.75,24.00,24.75
